text,head,tail,url,date
Elias Boudinot to George Washington ,Elias Boudinot,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg019344)),1782-12-11
Elias Boudinot to Elias Dayton ,Elias Boudinot,Elias Dayton,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg019372)),NA
Samuel Osgood to Benjamin Lincoln ,Samuel Osgood,Benjamin Lincoln,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg019393)),1782-01-01
James Madison to Edmund Randolph ,James Madison,Edmund Randolph,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg019412)),1783-01-08
Elias Boudinot to George Washington ,Elias Boudinot,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg019433)),NA
Elias Boudinot to Benjamin Lincoln ,Elias Boudinot,Benjamin Lincoln,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg019459)),NA
Jonathan Arnold to George Washington ,Jonathan Arnold,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg019489)),1783-02-11
Alexander Hamilton to George Washington ,Alexander Hamilton,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg019508)),1783-02-13
John Taylor Gilman to Meshech Weare ,John Taylor Gilman,Meshech Weare,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg019529)),NA
Samuel Holten to James Sullivan ,Samuel Holten,James Sullivan,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg019550)),NA
Arthur Lee to Samuel Adams ,Arthur Lee,Samuel Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg019574)),1783-03-05
James Lovell to Robert Treat Paine ,James Lovell,Robert Treat Paine,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg00816)),1777-09-24
Daniel Roberdeau to Thomas Wharton ,Daniel Roberdeau,Thomas Wharton,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg00838)),1777-10-01
John Penn to Richard Caswell ,John Penn,Richard Caswell,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg00857)),1777-10-05
"William Williams to Jonathan Trumbull, Sr. ",William Williams,"Jonathan Trumbull, Sr.",/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg00877)),1777-10-08
Henry Laurens to John Lewis Gervais ,Henry Laurens,John Lewis Gervais,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg00896)),NA
Richard Henry Lee to Patrick Henry ,Richard Henry Lee,Patrick Henry,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg008113)),1777-10-16
Richard Henry Lee to George Wythe ,Richard Henry Lee,George Wythe,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg008131)),1777-10-19
Henry Laurens to the Marquis de Lafayette ,Henry Laurens,the Marquis de Lafayette,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg008148)),1777-10-23
Samuel Adams to Samuel P. Savage ,Samuel Adams,Samuel P. Savage,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg008170)),1777-10-26
Charles Thomson to George Washington ,Charles Thomson,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg008188)),1777-10-31
Henry Marchant to Nicholas Cooke ,Henry Marchant,Nicholas Cooke,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg008208)),NA
Henry Laurens to Thomas Mifflin ,Henry Laurens,Thomas Mifflin,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg008227)),NA
"Henry Laurens to Jonathan Trumbull, Sr. ",Henry Laurens,"Jonathan Trumbull, Sr.",/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg008248)),1777-11-14
James Duane to Philip Schuyler ,James Duane,Philip Schuyler,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg008265)),1777-11-19
James Lovell to John Adams ,James Lovell,John Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg008283)),1777-11-22
Eliphalet Dyer to Joseph Trumbull ,Eliphalet Dyer,Joseph Trumbull,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg008304)),1777-11-28
Robert Morris to Thomas Wharton ,Robert Morris,Thomas Wharton,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg008321)),1777-12-01
Henry Laurens to the Marquis de Lafayette ,Henry Laurens,the Marquis de Lafayette,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg008346)),1777-12-06
Cornelius Harnett to William Wilkinson ,Cornelius Harnett,William Wilkinson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg008364)),1777-12-12
James Lovell to Richard Henry Lee ,James Lovell,Richard Henry Lee,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg008388)),1777-12-18
Henry Laurens to William Heath ,Henry Laurens,William Heath,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg008408)),1777-12-23
James Lovell to John Adams ,James Lovell,John Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg008424)),1777-12-27
Henry Laurens to George Washington ,Henry Laurens,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg008442)),1778-01-01
James Lovell to Samuel Adams ,James Lovell,Samuel Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg008458)),1778-01-04
Henry Laurens to William Heath ,Henry Laurens,William Heath,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg008476)),1778-01-08
William Ellery to Nicholas Cooke ,William Ellery,Nicholas Cooke,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg008501)),1778-01-14
Henry Laurens to John Adams ,Henry Laurens,John Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg008521)),1778-01-15
Robert Morris to Henry Laurens ,Robert Morris,Henry Laurens,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg008540)),1778-01-21
Henry Laurens to Thomas Johnson ,Henry Laurens,Thomas Johnson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg008559)),NA
Francis Lewis to Thomas Johnson ,Francis Lewis,Thomas Johnson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg008576)),NA
Robert Morris to James Wilson ,Robert Morris,James Wilson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg008600)),NA
Arthur Lee to George Washington ,Arthur Lee,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg02020)),1783-03-13
"Oliver Wolcott to Oliver Wolcott, Jr. ",Oliver Wolcott,"Oliver Wolcott, Jr.",/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg02044)),1783-03-20
Elias Boudinot to Lewis Pintard ,Elias Boudinot,Lewis Pintard,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg02068)),NA
James Madison to Edmund Randolph ,James Madison,Edmund Randolph,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg02095)),1783-04-01
Joseph Jones to James Hunter ,Joseph Jones,James Hunter,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg020121)),1783-04-11
William Floyd to George Clinton ,William Floyd,George Clinton,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg020144)),1783-04-16
Eliphalet Dyer to Thomas Shaw ,Eliphalet Dyer,Thomas Shaw,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg020171)),NA
Elias Boudinot to George Washington ,Elias Boudinot,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg020193)),NA
Theodorick Bland to St. George Tucker ,Theodorick Bland,St. George Tucker,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg020218)),1783-05-20
Eleazer McComb to Nicholas Van Dyke ,Eleazer McComb,Nicholas Van Dyke,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg020240)),1783-05-29
Charles Thomson to Robert R. Livingston ,Charles Thomson,Robert R. Livingston,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg020260)),1783-06-05
Alexander Hamilton to George Clinton ,Alexander Hamilton,George Clinton,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg020281)),NA
Hugh Williamson to Thomas Ruston ,Hugh Williamson,Thomas Ruston,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg020309)),1783-06-21
Eleazer McComb to Nicholas Van Dyke ,Eleazer McComb,Nicholas Van Dyke,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg020331)),1783-06-30
Richard Beresford to Jacob Read ,Richard Beresford,Jacob Read,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg020352)),NA
James Madison to Edmund Randolph ,James Madison,Edmund Randolph,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg020369)),NA
Ralph Izard to Theodorick Bland ,Ralph Izard,Theodorick Bland,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg020385)),1783-07-22
Benjamin Hawkins to Alexander Martin ,Benjamin Hawkins,Alexander Martin,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg020402)),6-07-02
Elias Boudinot to Thomas Willing ,Elias Boudinot,Thomas Willing,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg020420)),NA
James Wilson to John Dickinson ,James Wilson,John Dickinson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg020443)),1783-08-05
James McHenry to George Washington ,James McHenry,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg020459)),1783-08-11
Daniel Carroll to Thomas FitzSimons ,Daniel Carroll,Thomas FitzSimons,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg020479)),1783-08-16
Ezra L'Hommedieu to George Clinton ,Ezra L'Hommedieu,George Clinton,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg020495)),1783-08-22
Joseph Jones to Benjamin Harrison ,Joseph Jones,Benjamin Harrison,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg020515)),NA
James Madison to Edmund Pendleton ,James Madison,Edmund Pendleton,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg020538)),1783-09-08
Charles Thomson to Hannah Thomson ,Charles Thomson,Hannah Thomson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg020561)),1783-09-15
James Madison to Edmund Randolph ,James Madison,Edmund Randolph,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg020578)),1783-09-20
James Madison to Thomas Jefferson ,James Madison,Thomas Jefferson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg020600)),1783-09-30
Henry Laurens to George Washington ,Henry Laurens,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg00915)),1778-02-03
Henry Laurens to George Washington ,Henry Laurens,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg00935)),1778-02-07
Henry Laurens to Thomas Wharton ,Henry Laurens,Thomas Wharton,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg00953)),1778-02-10
Eliphalet Dyer to William Williams ,Eliphalet Dyer,William Williams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg00981)),1778-02-17
Joseph Reed to Jonathan Bayard Smith ,Joseph Reed,Jonathan Bayard Smith,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg009101)),1778-02-20
Henry Laurens to Samuel A. Otis ,Henry Laurens,Samuel A. Otis,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg009128)),1778-02-24
John Henry to Nicholas Thomas ,John Henry,Nicholas Thomas,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg009155)),1778-03-03
John Penn to Robert Morris ,John Penn,Robert Morris,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg009180)),1778-03-07
John Henry to Thomas Johnson ,John Henry,Thomas Johnson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg009198)),1778-03-10
Joseph Reed to George Washington ,Joseph Reed,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg009217)),1778-03-12
Cornelius Harnett to William Wilkinson ,Cornelius Harnett,William Wilkinson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg009238)),1778-03-18
James Lovell to Samuel Adams ,James Lovell,Samuel Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg009254)),1778-03-23
Henry Laurens to George Read ,Henry Laurens,George Read,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg009273)),1778-03-27
Henry Laurens to Thomas Wharton ,Henry Laurens,Thomas Wharton,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg009290)),1778-03-31
Oliver Wolcott to Laura Wolcott ,Oliver Wolcott,Laura Wolcott,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg009310)),1778-04-07
Henry Laurens to George Washington ,Henry Laurens,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg009333)),1778-04-14
Henry Laurens to William Livingston ,Henry Laurens,William Livingston,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg009352)),1778-04-18
Henry Laurens to Joseph Trumbull ,Henry Laurens,Joseph Trumbull,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg009369)),NA
William Ellery to William Vernon ,William Ellery,William Vernon,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg009392)),1778-04-25
Henry Laurens to Robert Morris ,Henry Laurens,Robert Morris,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg009411)),1778-04-27
Thomas Burke to Richard Caswell ,Thomas Burke,Richard Caswell,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg009430)),1778-04-29
Nathaniel Scudder to Joseph Scudder ,Nathaniel Scudder,Joseph Scudder,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg009453)),NA
Henry Laurens to John Laurens ,Henry Laurens,John Laurens,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg009470)),NA
Thomas Burke to Richard Caswell ,Thomas Burke,Richard Caswell,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg009488)),1778-05-05
Henry Laurens to Richard Caswell ,Henry Laurens,Richard Caswell,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg009507)),1778-05-08
Henry Laurens to Pierre Etienne Du Ponceau ,Henry Laurens,Pierre Etienne Du Ponceau,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg009529)),1778-05-11
Henry Laurens to William Bedlow ,Henry Laurens,William Bedlow,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg009553)),1778-05-14
Thomas McKean to Sarah McKean ,Thomas McKean,Sarah McKean,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg009575)),1778-05-16
Henry Laurens to Samuel A. Otis ,Henry Laurens,Samuel A. Otis,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg009599)),NA
Henry Laurens to George Clinton ,Henry Laurens,George Clinton,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg009617)),1778-05-23
Richard Henry Lee to John Page ,Richard Henry Lee,John Page,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg009634)),NA
Henry Laurens to the Marquis de Lafayette ,Henry Laurens,the Marquis de Lafayette,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg009653)),1778-05-29
Elias Boudinot to John Hancock ,Elias Boudinot,John Hancock,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg0212)),NA
Samuel Holten to John Kettell ,Samuel Holten,John Kettell,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg02125)),1783-10-09
Ezra L'Hommedieu to George Clinton ,Ezra L'Hommedieu,George Clinton,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg02143)),1783-10-16
James McHenry to Alexander Hamilton ,James McHenry,Alexander Hamilton,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg02163)),1783-10-23
Charles Thomson to Hannah Thomson ,Charles Thomson,Hannah Thomson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg02183)),1783-10-25
Elias Boudinot to Francis Dana ,Elias Boudinot,Francis Dana,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021101)),1783-11-01
John Francis Mercer to Benjamin Harrison ,John Francis Mercer,Benjamin Harrison,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021124)),1783-11-17
Thomas Jefferson to James Madison ,Thomas Jefferson,James Madison,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021147)),1783-12-12
Thomas Mifflin to John Dickinson ,Thomas Mifflin,John Dickinson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021166)),NA
Thomas Jefferson to Benjamin Harrison ,Thomas Jefferson,Benjamin Harrison,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021188)),1783-12-31
Edward Hand to George Gray ,Edward Hand,George Gray,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021208)),NA
Charles Thomson to the States ,Charles Thomson,the States,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021226)),1784-01-17
Thomas Mifflin to John Hancock ,Thomas Mifflin,John Hancock,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021250)),1784-02-01
Hugh Williamson to Thomas Ruston ,Hugh Williamson,Thomas Ruston,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021272)),1784-02-12
Arthur Lee to Theodorick Bland ,Arthur Lee,Theodorick Bland,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021291)),1784-02-24
Elbridge Gerry to Samuel R. Gerry ,Elbridge Gerry,Samuel R. Gerry,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021310)),1784-03-05
Jacob Read to Benjamin Guerard ,Jacob Read,Benjamin Guerard,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021332)),NA
Thomas Jefferson to Benjamin Harrison ,Thomas Jefferson,Benjamin Harrison,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021357)),1784-04-02
Hugh Williamson to Alexander Martin ,Hugh Williamson,Alexander Martin,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021375)),1784-04-09
Charles DeWitt to John Bruyn ,Charles DeWitt,John Bruyn,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021395)),1784-04-19
Edward Hand to Catharine Hand ,Edward Hand,Catharine Hand,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021413)),NA
Edward Hand to Jasper Yeates ,Edward Hand,Jasper Yeates,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021434)),1784-05-03
Charles DeWitt to George Clinton ,Charles DeWitt,George Clinton,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021457)),1784-05-08
Charles Thomson to Thomas Jefferson ,Charles Thomson,Thomas Jefferson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021474)),1784-05-17
Thomas Mifflin to George Shafner ,Thomas Mifflin,George Shafner,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021497)),1784-05-29
Elbridge Gerry to John Adams ,Elbridge Gerry,John Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021523)),1784-06-16
Samuel Dick to Sarah Dick ,Samuel Dick,Sarah Dick,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021550)),1784-07-07
Charles Thomson to Henry Remsen ,Charles Thomson,Henry Remsen,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021574)),1784-07-22
Samuel Hardy to Benjamin Harrison ,Samuel Hardy,Benjamin Harrison,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021595)),1784-08-03
Samuel Hardy to Charles Thomson ,Samuel Hardy,Charles Thomson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021618)),NA
Charles Thomson to Daniel of St. Thomas Jenifer ,Charles Thomson,Daniel of St. Thomas Jenifer,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021639)),1784-10-25
Samuel Adams to Baron Steuben ,Samuel Adams,Baron Steuben,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01015)),NA
Oliver Wolcott to Laura Wolcott ,Oliver Wolcott,Laura Wolcott,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01031)),1778-06-05
Thomas McKean to Nathanael Greene ,Thomas McKean,Nathanael Greene,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01052)),1778-06-09
Henry Laurens to Rawlins Lowndes ,Henry Laurens,Rawlins Lowndes,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01072)),1778-06-12
Joseph Reed to Esther Reed ,Joseph Reed,Esther Reed,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01092)),1778-06-15
Henry Laurens to Horatio Gates ,Henry Laurens,Horatio Gates,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010121)),NA
Oliver Wolcott to Laura Wolcott ,Oliver Wolcott,Laura Wolcott,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010143)),1778-06-20
Henry Laurens to George Clinton ,Henry Laurens,George Clinton,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010168)),NA
Josiah Bartlett to Mary Bartlett ,Josiah Bartlett,Mary Bartlett,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010191)),1778-07-06
Titus Hosmer to Richard Law ,Titus Hosmer,Richard Law,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010210)),1778-07-10
Josiah Bartlett to John Langdon ,Josiah Bartlett,John Langdon,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010230)),1778-07-13
Henry Laurens to William Livingston ,Henry Laurens,William Livingston,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010250)),1778-07-17
Henry Marchant to His Children ,Henry Marchant,His Children,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010272)),1778-07-21
Elias Boudinot to Hannah Boudinot ,Elias Boudinot,Hannah Boudinot,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010293)),1778-07-26
Joseph Reed to Timothy Matlack ,Joseph Reed,Timothy Matlack,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010313)),1778-07-30
Henry Laurens to Christopher Zahn ,Henry Laurens,Christopher Zahn,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010337)),1778-08-08
"Andrew Adams to Jonathan Trumbull, Sr. ",Andrew Adams,"Jonathan Trumbull, Sr.",/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010355)),1778-08-11
Elias Boudinot to William A. Atlee ,Elias Boudinot,William A. Atlee,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010380)),1778-08-15
Henry Marchant to the Rhode Island Assembly ,Henry Marchant,the Rhode Island Assembly,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010400)),1778-08-17
Henry Laurens to John Laurens ,Henry Laurens,John Laurens,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010421)),NA
Henry Laurens to William Heath ,Henry Laurens,William Heath,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010443)),NA
Henry Laurens to George Washington ,Henry Laurens,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010464)),1778-08-30
Roger Sherman to Andrew Adams ,Roger Sherman,Andrew Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010484)),1778-09-02
Henry Laurens to William Maxwell ,Henry Laurens,William Maxwell,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010503)),1778-09-05
John Penn to Richard Caswell ,John Penn,Richard Caswell,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010522)),1778-09-07
Josiah Bartlett to Mary Bartlett ,Josiah Bartlett,Mary Bartlett,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010545)),1778-09-12
Henry Laurens to John Sullivan ,Henry Laurens,John Sullivan,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010564)),1778-09-14
Henry Laurens to George Bryan ,Henry Laurens,George Bryan,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010587)),1778-09-18
Henry Laurens to John Lewis Gervais ,Henry Laurens,John Lewis Gervais,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010607)),NA
Henry Marchant to William Greene ,Henry Marchant,William Greene,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010631)),1778-09-29
Richard Henry Lee to Samuel Adams ,Richard Henry Lee,Samuel Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg02213)),1784-11-18
Samuel Holten to Israel Hutchinson ,Samuel Holten,Israel Hutchinson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg02229)),1784-11-30
Hugh Williamson to Thomas Jefferson ,Hugh Williamson,Thomas Jefferson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg02251)),1784-12-11
Samuel Holten to John Hancock ,Samuel Holten,John Hancock,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg02269)),1784-12-25
 Richard Henry Lee to George Washington ,Richard Henry Lee,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg02291)),NA
William Ellery to Christopher Ellery ,William Ellery,Christopher Ellery,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022115)),1785-01-28
David Howell to William Greene ,David Howell,William Greene,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022140)),1785-02-09
Walter Livingston to Robert Livingston ,Walter Livingston,Robert Livingston,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022167)),NA
James Monroe to James Madison ,James Monroe,James Madison,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022190)),1785-03-06
Samuel Holten to John Folkersamb ,Samuel Holten,John Folkersamb,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022210)),NA
Hugh Williamson to Richard Caswell ,Hugh Williamson,Richard Caswell,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022229)),NA
David Howell to Nicholas Brown ,David Howell,Nicholas Brown,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022250)),1785-04-11
Samuel Holten to Job Whipple ,Samuel Holten,Job Whipple,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022269)),NA
William Grayson to James Madison ,William Grayson,James Madison,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022285)),1785-05-01
Charles Thomson to James Duane ,Charles Thomson,James Duane,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022303)),NA
